 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_TxRed:0447-0177-0092:Pos11-3_z0447_c0002,1368,450.107,93.037,174.184,447,1,2,449.702
2,ori_TxRed:0446-0176-0092:Pos11-3_z0446_c0002,1343,451.295,92.950,173.920,446,0,3,449.893
3,ori_TxRed:0445-0176-0092:Pos11-3_z0445_c0002,1334,450.334,92.910,173.860,445,0,4,449.566
4,ori_TxRed:0444-0176-0092:Pos11-3_z0444_c0002,1347,450.420,93.073,173.498,444,0,5,450.233
5,ori_TxRed:0443-0176-0092:Pos11-3_z0443_c0002,1318,450.629,92.891,173.219,443,0,6,449.348
6,ori_TxRed:0442-0175-0092:Pos11-3_z0442_c0002,1300,450.873,92.985,172.690,442,0,7,449.475
7,ori_TxRed:0441-0175-0092:Pos11-3_z0441_c0002,1306,450.946,93.082,173.030,441,0,8,449.529
8,ori_TxRed:0440-0176-0092:Pos11-3_z0440_c0002,1265,449.682,92.969,174.201,440,0,9,449.206
9,ori_TxRed:0439-0177-0092:Pos11-3_z0439_c0002,1257,450.706,93.130,174.110,439,0,10,449.459
10,ori_TxRed:0438-0177-0092:Pos11-3_z0438_c0002,1246,450.923,93.049,174.359,438,0,11,449.348
11,ori_TxRed:0437-0175-0092:Pos11-3_z0437_c0002,1262,451.059,92.938,171.708,437,0,12,448.995
12,ori_TxRed:0436-0173-0092:Pos11-3_z0436_c0002,1216,449.766,93.078,170.302,436,0,13,448.915
13,ori_TxRed:0435-0173-0092:Pos11-3_z0435_c0002,1184,450.318,93.003,169.992,435,0,14,448.709
14,ori_TxRed:0434-0172-0092:Pos11-3_z0434_c0002,1218,450.728,93.099,169.500,434,0,15,449.292
15,ori_TxRed:0433-0172-0092:Pos11-3_z0433_c0002,1221,449.409,93.069,169.880,433,0,16,449.325
16,ori_TxRed:0432-0171-0092:Pos11-3_z0432_c0002,1193,451.053,93.018,168.894,432,0,17,449.248
17,ori_TxRed:0431-0171-0092:Pos11-3_z0431_c0002,1188,450.884,93.129,168.579,431,0,18,449.370
18,ori_TxRed:0430-0169-0092:Pos11-3_z0430_c0002,1180,449.814,93.030,167.292,430,0,19,448.988
