 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_ph:0819-0237-0088:Pos8-2_z0819_c0001,704,963.369,86.696,239.995,819,1,2,571.197
2,ori_ph:0818-0240-0088:Pos8-2_z0818_c0001,658,973.511,85.881,241.683,818,0,3,568.344
3,ori_ph:0817-0244-0089:Pos8-2_z0817_c0001,564,1012.122,86.584,242.599,817,0,4,574.676
4,ori_ph:0816-0243-0088:Pos8-2_z0816_c0001,582,1049.768,85.810,243.946,816,0,5,575.029
5,ori_ph:0815-0241-0088:Pos8-2_z0815_c0001,549,1049.301,85.772,242.590,815,0,6,576.909
6,ori_ph:0814-0239-0088:Pos8-2_z0814_c0001,520,1011.110,86.104,239.631,814,0,7,577.868
7,ori_ph:0813-0237-0088:Pos8-2_z0813_c0001,474,981.772,86.123,237.663,813,0,8,579.983
8,ori_ph:0812-0240-0088:Pos8-2_z0812_c0001,534,1023.940,87.141,241.754,812,0,9,578.255
9,ori_ph:0811-0242-0084:Pos8-2_z0811_c0001,595,1070.897,85.057,245.306,811,0,10,577.524
10,ori_ph:0810-0240-0086:Pos8-2_z0810_c0001,592,1057.755,85.994,243.654,810,0,11,574.137
11,ori_ph:0809-0238-0084:Pos8-2_z0809_c0001,537,995.905,84.930,239.522,809,0,12,575.247
12,ori_ph:0808-0235-0085:Pos8-2_z0808_c0001,533,973.856,85.245,237.674,808,0,13,574.228
13,ori_ph:0807-0232-0085:Pos8-2_z0807_c0001,472,929.587,85.202,234.146,807,0,14,577.514
14,ori_ph:0806-0246-0086:Pos8-2_z0806_c0001,636,1055.362,85.903,246.916,806,0,15,578.441
15,ori_ph:0805-0243-0085:Pos8-2_z0805_c0001,668,1072.891,86.341,246.325,805,0,16,578.533
16,ori_ph:0804-0236-0085:Pos8-2_z0804_c0001,558,982.142,85.843,238.217,804,0,17,578.648
17,ori_ph:0803-0237-0084:Pos8-2_z0803_c0001,510,971.147,85.602,237.573,803,0,18,576.351
18,ori_ph:0802-0234-0085:Pos8-2_z0802_c0001,530,975.674,86.593,236.452,802,0,19,576.608
19,ori_ph:0801-0232-0086:Pos8-2_z0801_c0001,481,938.936,86.696,234.130,801,0,20,576.236
20,ori_ph:0800-0230-0083:Pos8-2_z0800_c0001,518,903.780,84.623,232.936,800,0,21,577.036
21,ori_ph:0799-0245-0085:Pos8-2_z0799_c0001,696,1060.907,86.919,246.963,799,0,22,576.185
22,ori_ph:0798-0242-0084:Pos8-2_z0798_c0001,658,1033.822,86.204,243.713,798,0,23,578.470
23,ori_ph:0797-0240-0085:Pos8-2_z0797_c0001,617,1022.708,86.453,242.125,797,0,24,575.720
24,ori_ph:0796-0237-0085:Pos8-2_z0796_c0001,579,1001.775,86.888,238.571,796,0,25,578.377
25,ori_ph:0795-0241-0085:Pos8-2_z0795_c0001,510,1072.229,86.459,241.055,795,0,26,585.220
26,ori_ph:0794-0263-0086:Pos8-2_z0794_c0001,513,1331.253,86.029,260.970,794,0,27,621.781
27,ori_ph:0793-0251-0133:Pos8-2_z0793_c0001,350,1371.671,133.568,252.462,793,0,28,644.089
28,ori_ph:0792-0234-0083:Pos8-2_z0792_c0001,455,971.686,82.662,235.554,792,0,29,578.821
29,ori_ph:0791-0230-0082:Pos8-2_z0791_c0001,452,895.100,83.801,231.577,791,0,30,579.312
30,ori_ph:0790-0231-0084:Pos8-2_z0790_c0001,424,918.592,84.729,232.650,790,0,31,578.738
31,ori_ph:0789-0229-0085:Pos8-2_z0789_c0001,423,904.364,85.023,231.964,789,0,32,578.463
32,ori_ph:0788-0229-0084:Pos8-2_z0788_c0001,378,861.116,84.236,229.718,788,0,33,576.848
33,ori_ph:0787-0238-0085:Pos8-2_z0787_c0001,556,1000.291,86.232,239.963,787,0,34,579.276
34,ori_ph:0786-0234-0084:Pos8-2_z0786_c0001,497,971.885,85.967,235.912,786,0,35,579.871
35,ori_ph:0785-0233-0084:Pos8-2_z0785_c0001,526,957.897,85.894,235.741,785,0,36,579.381
36,ori_ph:0784-0210-0083:Pos8-2_z0784_c0001,512,725.244,84.058,211.685,784,0,37,578.219
37,ori_ph:0783-0208-0083:Pos8-2_z0783_c0001,473,711.922,83.172,209.373,783,0,38,578.932
38,ori_ph:0782-0206-0083:Pos8-2_z0782_c0001,463,700.294,83.603,207.248,782,0,39,579.812
39,ori_ph:0781-0204-0083:Pos8-2_z0781_c0001,416,689.108,83.453,205.359,781,0,40,578.070
40,ori_ph:0780-0199-0083:Pos8-2_z0780_c0001,360,662.750,83.660,199.892,780,0,41,580.194
41,ori_ph:0779-0210-0083:Pos8-2_z0779_c0001,626,736.588,83.818,212.602,779,0,42,578.614
42,ori_ph:0778-0208-0083:Pos8-2_z0778_c0001,581,711.874,83.661,210.451,778,0,43,576.839
43,ori_ph:0777-0199-0087:Pos8-2_z0777_c0001,528,677.136,86.668,200.014,777,0,44,577.905
44,ori_ph:0776-0196-0086:Pos8-2_z0776_c0001,456,666.268,86.676,197.293,776,0,45,579.721
45,ori_ph:0775-0194-0087:Pos8-2_z0775_c0001,426,662.362,87.330,195.959,775,0,46,578.962
46,ori_ph:0774-0196-0086:Pos8-2_z0774_c0001,425,663.628,86.490,196.955,774,0,47,579.160
47,ori_ph:0773-0215-0086:Pos8-2_z0773_c0001,789,798.099,85.394,219.242,773,0,48,578.965
48,ori_ph:0772-0204-0087:Pos8-2_z0772_c0001,664,687.539,86.848,204.979,772,0,49,577.410
49,ori_ph:0771-0199-0087:Pos8-2_z0771_c0001,605,674.712,86.883,201.501,771,0,50,577.109
50,ori_ph:0770-0198-0087:Pos8-2_z0770_c0001,538,663.288,86.778,199.237,770,0,51,579.244
51,ori_ph:0769-0195-0087:Pos8-2_z0769_c0001,509,646.664,87.093,196.056,769,0,52,576.079
52,ori_ph:0768-0194-0087:Pos8-2_z0768_c0001,473,647.791,87.257,195.213,768,0,53,577.824
53,ori_ph:0767-0194-0087:Pos8-2_z0767_c0001,457,658.339,87.141,195.453,767,0,54,579.767
54,ori_ph:0766-0193-0085:Pos8-2_z0766_c0001,468,652.496,84.808,195.234,766,0,55,579.575
55,ori_ph:0765-0212-0084:Pos8-2_z0765_c0001,648,774.647,84.593,214.701,765,0,56,590.221
56,ori_ph:0764-0200-0084:Pos8-2_z0764_c0001,631,698.989,83.631,203.481,764,0,57,579.422
57,ori_ph:0763-0199-0084:Pos8-2_z0763_c0001,588,688.087,83.402,200.209,763,0,58,581.754
58,ori_ph:0762-0198-0084:Pos8-2_z0762_c0001,552,694.806,83.682,199.251,762,0,59,595.304
59,ori_ph:0761-0195-0084:Pos8-2_z0761_c0001,547,707.832,84.761,197.195,761,0,60,599.270
60,ori_ph:0760-0197-0085:Pos8-2_z0760_c0001,497,693.392,84.915,198.725,760,0,61,588.047
61,ori_ph:0759-0208-0084:Pos8-2_z0759_c0001,782,763.922,84.874,212.202,759,0,62,579.179
62,ori_ph:0758-0199-0084:Pos8-2_z0758_c0001,689,704.357,84.527,202.739,758,0,63,576.469
63,ori_ph:0757-0200-0084:Pos8-2_z0757_c0001,680,698.210,84.477,201.851,757,0,64,580.713
64,ori_ph:0756-0199-0084:Pos8-2_z0756_c0001,629,691.701,84.123,202.055,756,0,65,580.477
65,ori_ph:0755-0194-0086:Pos8-2_z0755_c0001,564,659.973,85.552,196.948,755,0,66,577.410
66,ori_ph:0754-0195-0087:Pos8-2_z0754_c0001,520,667.287,86.152,197.431,754,0,67,581.317
67,ori_ph:0753-0192-0087:Pos8-2_z0753_c0001,495,649.216,86.150,194.938,753,0,68,578.374
