 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_TxRed:0447-0411-0099:Pos22-2_z0447_c0002,515,446.602,99.141,411.145,447,1,2,447.095
2,ori_TxRed:0446-0412-0099:Pos22-2_z0446_c0002,507,445.385,99.101,412.275,446,0,3,446.980
3,ori_TxRed:0445-0413-0099:Pos22-2_z0445_c0002,490,447.531,99.057,412.534,445,0,4,447.109
4,ori_TxRed:0444-0412-0099:Pos22-2_z0444_c0002,457,446.751,99.407,412.887,444,0,5,447.190
5,ori_TxRed:0443-0415-0098:Pos22-2_z0443_c0002,490,445.780,98.805,414.676,443,0,6,447.109
6,ori_TxRed:0442-0415-0099:Pos22-2_z0442_c0002,438,446.518,99.231,414.917,442,0,7,447.172
7,ori_TxRed:0441-0413-0099:Pos22-2_z0441_c0002,408,448.152,99.230,413.362,441,0,8,447.467
8,ori_TxRed:0440-0395-0099:Pos22-2_z0440_c0002,803,446.745,99.400,394.583,440,0,9,447.114
9,ori_TxRed:0439-0398-0098:Pos22-2_z0439_c0002,818,446.253,98.946,396.936,439,0,10,446.857
10,ori_TxRed:0438-0399-0098:Pos22-2_z0438_c0002,810,446.269,98.582,397.019,438,0,11,446.306
11,ori_TxRed:0437-0401-0099:Pos22-2_z0437_c0002,769,447.060,99.157,400.976,437,0,12,447.029
12,ori_TxRed:0436-0403-0099:Pos22-2_z0436_c0002,769,446.579,99.306,402.355,436,0,13,446.299
13,ori_TxRed:0435-0404-0099:Pos22-2_z0435_c0002,752,447.495,98.917,403.444,435,0,14,447.038
14,ori_TxRed:0434-0404-0100:Pos22-2_z0434_c0002,721,446.784,99.612,404.576,434,0,15,446.717
15,ori_TxRed:0433-0404-0098:Pos22-2_z0433_c0002,737,447.665,99.107,405.132,433,0,16,446.415
16,ori_TxRed:0432-0405-0100:Pos22-2_z0432_c0002,694,447.267,100.268,405.087,432,0,17,445.923
17,ori_TxRed:0431-0405-0100:Pos22-2_z0431_c0002,641,446.161,100.369,405.751,431,0,18,446.422
18,ori_TxRed:0430-0382-0097:Pos22-2_z0430_c0002,1165,446.477,97.896,385.696,430,0,19,446.511
19,ori_TxRed:0429-0384-0097:Pos22-2_z0429_c0002,1165,446.803,97.969,387.263,429,0,20,446.166
20,ori_TxRed:0428-0384-0097:Pos22-2_z0428_c0002,1160,446.890,98.068,386.043,428,0,21,445.914
21,ori_TxRed:0427-0383-0096:Pos22-2_z0427_c0002,1167,446.085,97.668,384.937,427,0,22,446.020
22,ori_TxRed:0426-0387-0097:Pos22-2_z0426_c0002,1220,445.123,98.119,387.571,426,0,23,445.932
23,ori_TxRed:0425-0385-0097:Pos22-2_z0425_c0002,1238,445.381,97.528,386.386,425,0,24,446.072
24,ori_TxRed:0424-0386-0097:Pos22-2_z0424_c0002,1165,446.785,97.758,386.913,424,0,25,446.338
25,ori_TxRed:0423-0387-0097:Pos22-2_z0423_c0002,1211,446.201,97.801,387.832,423,0,26,445.919
26,ori_TxRed:0422-0387-0097:Pos22-2_z0422_c0002,1194,445.817,97.715,388.447,422,0,27,446.127
27,ori_TxRed:0421-0388-0097:Pos22-2_z0421_c0002,1128,445.363,97.746,390.235,421,0,28,445.909
28,ori_TxRed:0420-0384-0097:Pos22-2_z0420_c0002,1194,445.623,97.541,387.349,420,0,29,445.896
29,ori_TxRed:0419-0383-0097:Pos22-2_z0419_c0002,1180,445.747,97.574,388.172,419,0,30,445.472
30,ori_TxRed:0418-0383-0097:Pos22-2_z0418_c0002,1219,445.089,97.294,386.181,418,0,31,445.728
31,ori_TxRed:0417-0385-0097:Pos22-2_z0417_c0002,1222,445.861,97.525,387.452,417,0,32,446.511
32,ori_TxRed:0416-0383-0097:Pos22-2_z0416_c0002,1218,446.145,97.182,384.951,416,0,33,445.702
33,ori_TxRed:0415-0384-0097:Pos22-2_z0415_c0002,1206,446.093,97.393,386.400,415,0,34,445.691
34,ori_TxRed:0414-0385-0097:Pos22-2_z0414_c0002,1209,445.999,97.417,387.124,414,0,35,446.155
35,ori_TxRed:0413-0385-0097:Pos22-2_z0413_c0002,1210,445.721,97.301,387.067,413,0,36,445.786
36,ori_TxRed:0412-0385-0097:Pos22-2_z0412_c0002,1184,446.031,97.470,387.138,412,0,37,445.964
37,ori_TxRed:0411-0386-0097:Pos22-2_z0411_c0002,1193,446.743,97.445,387.553,411,0,38,445.848
38,ori_TxRed:0410-0384-0097:Pos22-2_z0410_c0002,1223,445.901,97.183,386.945,410,0,39,446.052
39,ori_TxRed:0409-0386-0097:Pos22-2_z0409_c0002,1187,445.085,97.323,386.809,409,0,40,445.712
40,ori_TxRed:0408-0385-0097:Pos22-2_z0408_c0002,1182,445.607,97.460,386.952,408,0,41,445.906
41,ori_TxRed:0407-0386-0097:Pos22-2_z0407_c0002,1196,446.293,97.180,387.517,407,0,42,446.089
42,ori_TxRed:0406-0386-0097:Pos22-2_z0406_c0002,1160,445.989,97.364,387.743,406,0,43,445.943
