 ,Label,Area,Mean,XM,YM,Slice,LastIndex,PreviousCell,Background
1,ori_ph:0447-0079-0078:Pos3-4_z0447_c0001,382,825.131,78.992,79.109,447,1,2,685.849
2,ori_ph:0446-0078-0079:Pos3-4_z0446_c0001,367,830.959,79.092,78.062,446,0,3,685.921
3,ori_ph:0445-0078-0078:Pos3-4_z0445_c0001,348,829.261,79.074,78.148,445,0,4,687.285
4,ori_ph:0444-0078-0078:Pos3-4_z0444_c0001,341,822.370,79.085,78.364,444,0,5,687.332
5,ori_ph:0443-0077-0079:Pos3-4_z0443_c0001,337,837.513,78.993,78.215,443,0,6,685.389
6,ori_ph:0442-0077-0079:Pos3-4_z0442_c0001,342,836.099,79.266,77.448,442,0,7,686.789
7,ori_ph:0441-0075-0079:Pos3-4_z0441_c0001,295,840.000,79.421,76.381,441,0,8,685.391
8,ori_ph:0440-0076-0079:Pos3-4_z0440_c0001,257,851.938,79.470,76.577,440,0,9,686.775
9,ori_ph:0439-0077-0080:Pos3-4_z0439_c0001,249,847.189,79.780,76.748,439,0,10,686.348
10,ori_ph:0438-0074-0080:Pos3-4_z0438_c0001,206,855.155,79.783,74.823,438,0,11,686.454
11,ori_ph:0437-0072-0080:Pos3-4_z0437_c0001,211,844.711,79.720,73.125,437,0,12,683.920
12,ori_ph:0436-0071-0079:Pos3-4_z0436_c0001,175,865.109,79.891,71.510,436,0,13,684.628
13,ori_ph:0435-0070-0080:Pos3-4_z0435_c0001,177,869.684,79.806,70.816,435,0,14,683.196
14,ori_ph:0434-0071-0080:Pos3-4_z0434_c0001,170,873.388,79.851,71.725,434,0,15,683.318
15,ori_ph:0433-0071-0078:Pos3-4_z0433_c0001,163,875.368,77.807,71.396,433,0,16,682.980
16,ori_ph:0432-0084-0074:Pos3-4_z0432_c0001,394,830.728,74.088,84.048,432,0,17,683.212
17,ori_ph:0431-0082-0074:Pos3-4_z0431_c0001,386,829.228,74.526,81.804,431,0,18,683.862
18,ori_ph:0430-0081-0074:Pos3-4_z0430_c0001,357,826.664,74.543,80.849,430,0,19,682.932
19,ori_ph:0429-0081-0074:Pos3-4_z0429_c0001,353,831.765,74.432,80.619,429,0,20,683.210
20,ori_ph:0428-0079-0074:Pos3-4_z0428_c0001,342,833.266,74.902,79.339,428,0,21,683.189
21,ori_ph:0427-0079-0074:Pos3-4_z0427_c0001,327,824.462,74.369,79.660,427,0,22,682.827
22,ori_ph:0426-0077-0074:Pos3-4_z0426_c0001,317,831.650,74.440,77.995,426,0,23,682.762
23,ori_ph:0425-0077-0074:Pos3-4_z0425_c0001,299,834.127,73.968,77.557,425,0,24,682.350
24,ori_ph:0424-0076-0073:Pos3-4_z0424_c0001,283,826.367,74.180,76.776,424,0,25,682.759
25,ori_ph:0423-0076-0073:Pos3-4_z0423_c0001,280,837.393,73.929,76.139,423,0,26,683.044
26,ori_ph:0422-0074-0075:Pos3-4_z0422_c0001,300,840.767,75.274,74.448,422,0,27,683.074
27,ori_ph:0421-0073-0074:Pos3-4_z0421_c0001,263,844.460,75.046,72.894,421,0,28,682.981
